mol_id,cid,smiles,inchikey,formula,iupac_name,scaffold_id,scaffold_name,scaffold_class,scaffold_smarts,murcko_scaffold,mw,logp,tpsa,hbd,hba,rotb,heavy_atoms,rings,aromatic_rings,fraction_csp3,bertz_ct
MOL_00953,123142076,Nc1nc(NC2(N)N=CC3=NC=NC3=N2)nc2[nH+]c[nH]c12,ITSRIQYBGHUVSW-UHFFFAOYSA-O,C10H10N11+,"2-N'-(6-amino-7H-purin-9-ium-2-yl)purine-2,2-diamine",purine,Purine,heterocycle,c1ncc2ncnc2n1,C1=NC2=NC(Nc3ncc4[nH]c[nH+]c4n3)N=CC2=N1,284.267,-1.698,169.22,4,9,2,21,4,2,0.1,857.01
MOL_00954,123290892,COc1cc(C(=O)NC2CCC2)ccc1Nc1nc(Nc2c(NC(C)(C)C)c(=O)c2=O)c2[nH]c[nH+]c2n1,GYQNIMVQNUUULK-UHFFFAOYSA-O,C25H29N8O4+,"4-[[6-[[2-(tert-butylamino)-3,4-dioxocyclobuten-1-yl]amino]-7H-purin-9-ium-2-yl]amino]-N-cyclobutyl-3-methoxybenzamide",purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C(NC1CCC1)c1ccc(Nc2nc(Nc3cc(=O)c3=O)c3[nH]c[nH+]c3n2)cc1,505.559,2.356,164.27,5,9,8,37,5,4,0.36,1557.73
MOL_00955,123342411,CCN(CC)CCOc1cc(-c2nc(SC)nc3[nH+]c[nH]c23)c(Cl)cc1C,ISUCBFBWQQZURK-UHFFFAOYSA-O,C19H25ClN5OS+,"2-[4-chloro-2-methyl-5-(2-methylsulfanyl-7H-purin-9-ium-6-yl)phenoxy]-N,N-diethylethanamine",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(-c2ncnc3[nH+]c[nH]c23)cc1,406.963,3.843,68.18,1,5,8,27,3,3,0.4211,925.85
MOL_00956,141332545,O=C(O)C=C(C(=O)O)N(C(=O)c1cccc(C(F)(F)F)c1)c1ccc(Oc2ncnc3[nH]cnc23)c2cccnc12,BIQPRODDYNQREH-UHFFFAOYSA-N,C26H15F3N6O6,(Z)-2-[[5-(9H-purin-6-yloxy)quinolin-8-yl]-[3-(trifluoromethyl)benzoyl]amino]but-2-enedioic acid,purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C(Nc1ccc(Oc2ncnc3[nH]cnc23)c2cccnc12)c1ccccc1,564.436,4.412,171.49,3,8,7,41,5,5,0.0385,1869.98
MOL_00957,123250830,Cc1nc(NC(=O)NCCCCCCN)c2[nH]c[nH+]c2n1,GEYRVPMTFSKEHL-UHFFFAOYSA-O,C13H22N7O+,1-(6-aminohexyl)-3-(2-methyl-7H-purin-9-ium-6-yl)urea,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ncc2[nH]c[nH+]c2n1,292.367,0.721,122.86,4,4,7,21,2,2,0.5385,595.22
MOL_00958,123218915,C=CCc1nc(N(C)C)c2[nH]c[nH+]c2n1,IBYSMYCFOSHYQE-UHFFFAOYSA-O,C10H14N5+,"N,N-dimethyl-2-prop-2-enyl-7H-purin-9-ium-6-amine",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ncc2[nH]c[nH+]c2n1,204.257,0.566,58.95,1,3,3,15,2,2,0.3,485.52
MOL_00959,58956240,COc1ccc(C[n+]2c[nH]c3nc(F)nc(Cl)c32)cc1,MTMPDLBOVUPCIG-UHFFFAOYSA-O,C13H11ClFN4O+,6-chloro-2-fluoro-7-[(4-methoxyphenyl)methyl]-9H-purin-7-ium,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(C[n+]2c[nH]c3ncncc32)cc1,293.709,2.095,54.68,1,3,3,20,3,3,0.1538,756.9
MOL_00960,123226401,O=C1CCC(=O)c2nc(c3[nH]c[nH+]c3n2)N1,JQVSLYNQXSXNDK-UHFFFAOYSA-O,C9H8N5O2+,"3,7,13,14-tetraza-5-azoniatricyclo[6.5.1.02,6]tetradeca-1(14),2(6),4,7-tetraene-9,12-dione",purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C1CCC(=O)c2nc(c3[nH]c[nH+]c3n2)N1,218.196,-0.313,101.88,2,4,0,16,3,2,0.2222,602.97
MOL_00961,137128359,CC(=O)N(c1ccccc1)c1cc(N(c2ccccc2)c2nc(-c3cccc(C(F)F)n3)nc3[nH]cnc23)ccn1,PXQFVKLTYNBAHY-UHFFFAOYSA-N,C30H22F2N8O,N-[4-(N-[2-[6-(difluoromethyl)-2-pyridinyl]-9H-purin-6-yl]anilino)-2-pyridinyl]-N-phenylacetamide,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(Nc2cc(N(c3ccccc3)c3nc(-c4ccccn4)nc4[nH]cnc34)ccn2)cc1,548.557,6.902,103.79,1,7,7,41,6,6,0.0667,1829.3
MOL_00962,123554435,Nc1nc(NCc2nc3cccc(C(F)(F)F)c3c(=O)n2-c2ccccc2)c2[nH]c[nH+]c2n1,VMSJNGDTPFEPCY-UHFFFAOYSA-O,C21H16F3N8O+,2-[[(2-amino-7H-purin-9-ium-6-yl)amino]methyl]-3-phenyl-5-(trifluoromethyl)quinazolin-4-one,purine,Purine,heterocycle,c1ncc2ncnc2n1,O=c1c2ccccc2nc(CNc2ncnc3[nH+]c[nH]c23)n1-c1ccccc1,453.408,2.684,128.65,3,6,4,33,5,5,0.0952,1543.03
MOL_00963,123353383,Cc1cc(Nc2nc(NC3C4C=CC(C4)C3C(N)=O)c3[nH]c[nH+]c3n2)ccc1N1CCN(C)CC1,NUTFUWUSHSVUES-UHFFFAOYSA-O,C25H32N9O+,3-[[2-[3-methyl-4-(4-methylpiperazin-1-yl)anilino]-7H-purin-9-ium-6-yl]amino]bicyclo[2.2.1]hept-5-ene-2-carboxamide,purine,Purine,heterocycle,c1ncc2ncnc2n1,C1=CC2CC1CC2Nc1nc(Nc2ccc(N3CCNCC3)cc2)nc2[nH+]c[nH]c12,474.593,1.664,129.34,4,7,6,35,6,3,0.44,1293.33
MOL_00964,123605674,CCCC(C)C(C)C(C)Nc1nc(F)nc2[nH]c[n+](C)c12,PFBKBEOYPIYXGN-UHFFFAOYSA-O,C15H25FN5+,"N-(3,4-dimethylheptan-2-yl)-2-fluoro-7-methyl-9H-purin-7-ium-6-amine",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ncc2[nH+]c[nH]c2n1,294.398,2.794,57.48,2,3,6,21,2,2,0.6667,609.37
MOL_00965,123222595,Clc1nc(NCc2ccsc2Br)c2[nH]c[nH+]c2n1,GYYYFRPRFBSMHR-UHFFFAOYSA-O,C10H8BrClN5S+,N-[(2-bromothiophen-3-yl)methyl]-2-chloro-7H-purin-9-ium-6-amine,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1nc(NCc2ccsc2)c2[nH]c[nH+]c2n1,345.633,2.861,67.74,2,4,3,18,3,3,0.1,694.45
MOL_00966,123167786,Nc1nc(C#CCC2CCN(C(=O)Oc3ccccc3Cl)CC2)nc2[nH+]c[nH]c12,XYJQJDUBOKVBEJ-UHFFFAOYSA-O,C20H20ClN6O2+,(2-chlorophenyl) 4-[3-(6-amino-7H-purin-9-ium-2-yl)prop-2-ynyl]piperidine-1-carboxylate,purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C(Oc1ccccc1)N1CCC(CC#Cc2ncc3[nH]c[nH+]c3n2)CC1,411.873,2.66,111.27,2,5,2,29,4,3,0.3,1095.03
MOL_00967,123287011,Nc1[nH]c2cnc(Cc3ccccc3)nc2[nH+]1,KTHVYXULPIAEOF-UHFFFAOYSA-O,C12H12N5+,2-benzyl-7H-purin-9-ium-8-amine,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(Cc2ncc3[nH]c[nH+]c3n2)cc1,226.263,0.945,81.73,2,3,2,17,3,3,0.0833,644.31
MOL_00968,123198290,Nc1nc(OCC(O)OCP(=O)(O)O)nc2[nH+]c[nH]c12,VHNRQWTWMBPQJH-UHFFFAOYSA-O,C8H13N5O6P+,[2-[(6-amino-7H-purin-9-ium-2-yl)oxy]-1-hydroxyethoxy]methylphosphonic acid,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ncc2[nH]c[nH+]c2n1,306.195,-1.797,177.95,5,7,6,20,2,2,0.375,641.32
MOL_00969,123285452,CC(C)N(CCN(Cc1nc(NCC(c2ccccc2)c2ccccc2)c2[nH]c[nH+]c2n1)C(N)=O)C1CCCC1,KFLNWUKDCYWBEX-UHFFFAOYSA-O,C31H41N8O+,"1-[2-[cyclopentyl(propan-2-yl)amino]ethyl]-1-[[6-(2,2-diphenylethylamino)-7H-purin-9-ium-2-yl]methyl]urea",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(C(CNc2nc(CNCCNC3CCCC3)nc3[nH+]c[nH]c23)c2ccccc2)cc1,541.724,4.55,117.31,3,5,12,40,5,4,0.4194,1328.64
MOL_00970,123241294,Cc1cc2c(cc1Cc1ccc(C(=O)Nc3nc(Cl)c4[nH]c[nH+]c4n3)o1)C(C)(C)CCC2(C)C,DXBZXPTVEGDFHX-UHFFFAOYSA-O,C26H29ClN5O2+,"N-(6-chloro-7H-purin-9-ium-2-yl)-5-[(3,5,5,8,8-pentamethyl-6,7-dihydronaphthalen-2-yl)methyl]furan-2-carboxamide",purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C(Nc1ncc2[nH]c[nH+]c2n1)c1ccc(Cc2ccc3c(c2)CCCC3)o1,479.004,5.519,97.95,2,4,4,34,5,4,0.3846,1416.09
MOL_00971,123149960,CC(C)Oc1ccc(Nc2nc(CCN3CCCCC3)c3[nH]c[nH+]c3n2)c(Cl)c1,VIUALJDUYPKZTD-UHFFFAOYSA-O,C21H28ClN6O+,N-(2-chloro-4-propan-2-yloxyphenyl)-6-(2-piperidin-1-ylethyl)-7H-purin-9-ium-2-amine,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(Nc2nc(CCN3CCCCC3)c3[nH]c[nH+]c3n2)cc1,415.949,3.985,80.21,2,5,7,29,4,3,0.4762,966.96
MOL_00972,123576097,FC(F)(F)c1nc(Cl)c2[nH]c[nH+]c2n1,GRFXWPMEDWAEMH-UHFFFAOYSA-O,C6H3ClF3N4+,6-chloro-2-(trifluoromethyl)-7H-purin-9-ium,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ncc2[nH]c[nH+]c2n1,223.565,1.444,55.71,1,2,0,14,2,2,0.1667,477.37
MOL_00973,123357568,Nc1nc(-c2cccc3c2-c2ccccc2C3NC(=O)c2ccnc3[nH]ccc23)c2[nH]c[nH+]c2n1,XQNQTEUJEFXMLU-UHFFFAOYSA-O,C26H19N8O+,"N-[4-(2-amino-7H-purin-9-ium-6-yl)-9H-fluoren-9-yl]-1H-pyrrolo[2,3-b]pyridine-4-carboxamide",purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C(NC1c2ccccc2-c2c(-c3ncnc4[nH+]c[nH]c34)cccc21)c1ccnc2[nH]ccc12,459.493,3.397,139.51,4,5,3,35,7,6,0.0385,1783.46
MOL_00974,123163289,CCCOc1nc(NC(CO)Cc2ccccc2)c2[nH]c[nH+]c2n1,IXUVMSCWBPZCOP-UHFFFAOYSA-O,C17H22N5O2+,3-phenyl-2-[(2-propoxy-7H-purin-9-ium-6-yl)amino]propan-1-ol,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(CCNc2ncnc3[nH+]c[nH]c23)cc1,328.396,1.576,97.2,3,5,8,24,3,3,0.3529,775.01
MOL_00975,123216989,NS(=O)(=O)c1ccc(Nc2nc(-c3ccc(NC4CCNCC4)nc3)c3[nH]c[nH+]c3n2)cc1,KMUUHHYSWBXBGK-UHFFFAOYSA-O,C21H24N9O2S+,4-[[6-[6-(piperidin-4-ylamino)-3-pyridinyl]-7H-purin-9-ium-2-yl]amino]benzenesulfonamide,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(Nc2nc(-c3ccc(NC4CCNCC4)nc3)c3[nH]c[nH+]c3n2)cc1,466.551,1.389,164.85,5,8,6,33,5,4,0.2381,1363.39
MOL_00976,123288766,Cc1cc(C=CC#N)cc(C)c1Nc1nc(Nc2ccc(C#N)cc2)c2[nH]c[nH+]c2n1,WDKLSSQFUZSBPX-UHFFFAOYSA-O,C23H19N8+,"4-[[2-[4-(2-cyanoethenyl)-2,6-dimethylanilino]-7H-purin-9-ium-6-yl]amino]benzonitrile",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(Nc2nc(Nc3ccccc3)c3[nH]c[nH+]c3n2)cc1,407.461,4.285,127.35,3,6,5,31,4,4,0.087,1344.71
MOL_00977,123280111,CC(C)(C)OC(=O)Nc1nc(I)c2[nH]c[nH+]c2n1,CXLTYAUSEIMPJM-UHFFFAOYSA-O,C10H13IN5O2+,tert-butyl N-(6-iodo-7H-purin-9-ium-2-yl)carbamate,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ncc2[nH]c[nH+]c2n1,362.151,1.724,94.04,2,4,1,18,2,2,0.4,589.46
MOL_00978,6020,CN(C)c1ncnc2c1ncn2C1OC(CO)C(N)C1O,RYSMHWILUNYBFW-UHFFFAOYSA-N,C12H18N6O3,"(2R,3R,4S,5S)-4-amino-2-[6-(dimethylamino)purin-9-yl]-5-(hydroxymethyl)oxolan-3-ol",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1ncc2ncn(C3CCCO3)c2n1,294.315,-1.53,122.55,3,8,3,21,3,2,0.5833,644.95
MOL_00979,4810,COc1nc(C)nc(Cl)c1NC1=NCCN1,WPNJAUFVNXKLIM-UHFFFAOYSA-N,C9H12ClN5O,"4-chloro-N-(4,5-dihydro-1H-imidazol-2-yl)-6-methoxy-2-methylpyrimidin-5-amine",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1ncc(NC2=NCCN2)cn1,241.682,0.818,71.43,2,6,2,16,2,1,0.4444,434.15
MOL_00980,56971,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,TZJUVVIWVWFLCD-UHFFFAOYSA-N,C19H23N5O3S,"1,1-dioxo-2-[4-(4-pyrimidin-2-ylpiperazin-1-yl)butyl]-1,2-benzothiazol-3-one",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,401.492,1.223,86.71,0,7,6,28,4,2,0.4211,943.05
MOL_00981,44251605,CC1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1,MJQMRGWYPNIERM-UHFFFAOYSA-N,C15H14F2N4S,"(4S)-4-(2,4-difluoro-5-pyrimidin-5-ylphenyl)-4-methyl-5,6-dihydro-1,3-thiazin-2-amine",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],C1=NC(c2cccc(-c3cncnc3)c2)CCS1,320.368,3.089,64.16,1,5,2,22,3,2,0.2667,735.82
MOL_00982,93516,CCOP(=S)(Oc1cnc(C(C)(C)C)nc1)OC(C)C,AWYOMXWDGWUJHS-UHFFFAOYSA-N,C13H23N2O3PS,(2-tert-butylpyrimidin-5-yl)oxy-ethoxy-propan-2-yloxy-sulfanylidene-lambda5-phosphane,pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1cncnc1,318.379,3.839,53.47,0,6,6,20,1,1,0.6923,471.5
MOL_00983,30976,Nc1nc(N)c2[nH]cnc2n1,MSSXOMSJDRHRMC-UHFFFAOYSA-N,C5H6N6,"7H-purine-2,6-diamine",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1ncc2[nH]cnc2n1,150.145,-0.483,106.5,3,5,0,11,2,2,0.0,390.77
MOL_00984,22024915,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,QQLKULDARVNMAL-UHFFFAOYSA-N,C22H21N3O4,"N-(3-ethynylphenyl)-2,5,8,11-tetraoxa-15,17-diazatricyclo[10.8.0.014,19]icosa-1(12),13,15,17,19-pentaen-18-amine",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1ccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)cc1,391.427,3.159,74.73,1,7,2,29,4,3,0.2727,1032.23
MOL_00985,16063245,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,DUPWHXBITIZIKZ-UHFFFAOYSA-N,C27H21F3N8O,4-methyl-N-[3-(4-methylimidazol-1-yl)-5-(trifluoromethyl)phenyl]-3-[(4-pyrazin-2-ylpyrimidin-2-yl)amino]benzamide,pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cnccn3)n2)c1,530.514,5.751,110.51,2,7,6,39,5,5,0.1111,1650.94
MOL_00986,5282455,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)[O-],BPRHUIZQVSMCRT-UHFFFAOYSA-M,C44H54CaF2N6O12S2,"calcium bis((E,3R,5S)-7-[4-(4-fluorophenyl)-2-[methyl(methylsulfonyl)amino]-6-propan-2-ylpyrimidin-5-yl]-3,5-dihydroxyhept-6-enoate)",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1ccc(-c2ccncn2)cc1,480.538,1.067,143.75,2,8,10,33,2,2,0.4091,1119.7
MOL_00987,176408,Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,UTLPKQYUXOEJIL-UHFFFAOYSA-N,C18H15N7O,"4-(furan-2-yl)-10-(2-phenylethyl)-3,5,6,8,10,11-hexazatricyclo[7.3.0.02,6]dodeca-1(9),2,4,7,11-pentaen-7-amine",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1ccc(CCn2ncc3c2ncn2nc(-c4ccco4)nc32)cc1,345.366,2.559,100.06,1,6,4,26,5,5,0.1111,1188.96
MOL_00988,9956119,Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1,AQGNHMOJWBZFQQ-UHFFFAOYSA-N,C22H18Cl2N8,"6-[2-[[4-(2,4-dichlorophenyl)-5-(5-methyl-1H-imidazol-2-yl)pyrimidin-2-yl]amino]ethylamino]pyridine-3-carbonitrile",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1ccc(-c2nc(NCCNc3ccccn3)ncc2-c2ncc[nH]2)cc1,465.348,4.94,115.2,3,7,7,32,4,4,0.1364,1278.08
MOL_00989,3108,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,IZEKFCXSFNUWAM-UHFFFAOYSA-N,C24H40N8O4,"2-[[2-[bis(2-hydroxyethyl)amino]-4,8-di(piperidin-1-yl)pyrimido[5,4-d]pyrimidin-6-yl]-(2-hydroxyethyl)amino]ethanol",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1nc(N2CCCCC2)c2ncnc(N3CCCCC3)c2n1,504.636,-0.018,145.44,4,12,12,36,4,2,0.75,879.52
MOL_00990,16719221,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,LMMJFBMMJUMSJS-UHFFFAOYSA-N,C21H18FN5O5S,3-[[3-fluoro-2-(methylsulfamoylamino)-4-pyridinyl]methyl]-4-methyl-7-pyrimidin-2-yloxychromen-2-one,pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],O=c1oc2cc(Oc3ncccn3)ccc2cc1Cc1ccncc1,471.47,2.685,136.31,2,8,7,33,4,4,0.1429,1492.7
MOL_00991,9871419,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,OEKWJQXRCDYSHL-UHFFFAOYSA-N,C23H28F2N6O4S,"(1S,2S,3R,5S)-3-[7-[[(1R,2S)-2-(3,4-difluorophenyl)cyclopropyl]amino]-5-propylsulfanyltriazolo[4,5-d]pyrimidin-3-yl]-5-(2-hydroxyethoxy)cyclopentane-1,2-diol",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1ccc(C2CC2Nc2ncnc3c2nnn3C2CCCC2)cc1,522.578,2.014,138.44,4,10,10,36,5,3,0.5652,1232.78
MOL_00992,24821094,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,XYFPWWZEPKGCCK-UHFFFAOYSA-N,C25H24N6O2,"1-[(3R)-3-[4-amino-3-(4-phenoxyphenyl)pyrazolo[3,4-d]pyrimidin-1-yl]piperidin-1-yl]prop-2-en-1-one",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1,440.507,4.217,99.16,1,6,5,33,5,4,0.2,1299.99
MOL_00993,1132,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,AYEKOFBPNLCAJY-UHFFFAOYSA-O,C12H19N4O7P2S+,"2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl phosphono hydrogen phosphate",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1ncc(C[n+]2ccsc2)cn1,425.32,0.842,168.97,4,8,8,26,2,2,0.4167,884.46
MOL_00994,6450813,CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,CBIAWPMZSFFRGN-UHFFFAOYSA-N,C20H16N4O2S,"N-methyl-N-[3-[3-(thiophene-2-carbonyl)pyrazolo[1,5-a]pyrimidin-7-yl]phenyl]acetamide",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],O=C(c1cccs1)c1cnn2c(-c3ccccc3)ccnc12,376.441,3.672,67.57,0,5,4,27,4,4,0.1,1147.98
MOL_00995,86426,CCS(=O)(=O)c1nc2ccccn2c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,RBSXHDIPCIWOMG-UHFFFAOYSA-N,C16H18N6O7S2,"1-(4,6-dimethoxypyrimidin-2-yl)-3-(2-ethylsulfonylimidazo[1,2-a]pyridin-3-yl)sulfonylurea",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],O=C(Nc1ncccn1)NS(=O)(=O)c1cnc2ccccn12,470.489,0.445,170.95,2,10,7,31,3,3,0.25,1329.78
MOL_00996,43226,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,NHOWDZOIZKMVAI-UHFFFAOYSA-N,C17H12Cl2N2O,(2-chlorophenyl)-(4-chlorophenyl)-pyrimidin-5-ylmethanol,pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1ccc(C(c2ccccc2)c2cncnc2)cc1,331.202,4.068,46.01,1,3,3,22,3,3,0.0588,778.18
MOL_00997,3081364,N#Cc1c(N)nc(NC2CC2)nc1N,PKTIFYGCWCQRSX-UHFFFAOYSA-N,C8H10N6,"4,6-diamino-2-(cyclopropylamino)pyrimidine-5-carbonitrile",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1cnc(NC2CC2)nc1,190.21,0.087,113.64,3,6,2,14,2,1,0.375,379.78
MOL_00998,31645,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,YFGYUFNIOHWBOB-UHFFFAOYSA-N,C11H18N4O2,"[2-(dimethylamino)-5,6-dimethylpyrimidin-4-yl] N,N-dimethylcarbamate",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1cncnc1,238.291,1.22,58.56,0,5,2,17,1,1,0.5455,429.72
MOL_00999,129103609,CC1CCc2ncc(F)cc2C2CCCN2c2ccn3ncc(c3n2)C(=O)N1,OEBIHOVSAMBXIB-UHFFFAOYSA-N,C20H21FN6O,"(6R,15R)-9-fluoro-15-methyl-2,11,16,20,21,24-hexazapentacyclo[16.5.2.02,6.07,12.021,25]pentacosa-1(24),7(12),8,10,18(25),19,22-heptaen-17-one",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],O=C1NCCCc2ncccc2C2CCCN2c2ccn3ncc1c3n2,380.427,2.669,75.42,1,5,0,28,5,3,0.4,1064.03
MOL_01000,11198924,CCCc1c(Cn2ccnc2-c2ncccc2F)ncn2nc(C)nc12,UAMAIHOEGLEXSV-UHFFFAOYSA-N,C18H18FN7,"7-[[2-(3-fluoro-2-pyridinyl)imidazol-1-yl]methyl]-2-methyl-8-propyl-[1,2,4]triazolo[1,5-c]pyrimidine",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1ccc(-c2nccn2Cc2cc3ncnn3cn2)nc1,351.389,2.831,73.79,0,5,5,26,4,4,0.2778,1066.54
MOL_01001,16654980,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,CWHUFRVAEUJCEF-UHFFFAOYSA-N,C18H21F3N6O2,"5-(2,6-dimorpholin-4-ylpyrimidin-4-yl)-4-(trifluoromethyl)pyridin-2-amine",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],c1cncc(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)c1,410.4,1.813,89.63,1,8,3,29,4,2,0.5,830.91
MOL_01002,441244,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1,SEJJCMKIFGUACV-UHFFFAOYSA-N,C10H9AgN4O2S,silver (4-aminophenyl)sulfonyl-pyrimidin-2-ylazanide,pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],O=S(=O)([N-]c1ncccn1)c1ccccc1,249.275,1.453,100.04,1,5,3,17,2,2,0.0,595.96
MOL_01003,52918384,Cc1nc(NNC(=O)C(CC2CCCC2)CN(O)C=O)c(F)c(N2CCN3CCOCC3C2)n1,SWHNZGMQMGFQGW-UHFFFAOYSA-N,C22H34FN7O4,"N-[(2R)-3-[2-[6-[(9aS)-3,4,6,7,9,9a-hexahydro-1H-pyrazino[2,1-c][1,4]oxazin-8-yl]-5-fluoro-2-methylpyrimidin-4-yl]hydrazinyl]-2-(cyclopentylmethyl)-3-oxopropyl]-N-hydroxyformamide",pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],O=C(CCC1CCCC1)NNc1cc(N2CCN3CCOCC3C2)ncn1,479.557,0.932,123.16,3,9,9,34,4,1,0.7273,869.9
MOL_01004,5494449,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,GCIKSSRWRFVXBI-UHFFFAOYSA-N,C23H28N8OS,N-[4-[4-(4-methylpiperazin-1-yl)-6-[(5-methyl-1H-pyrazol-3-yl)amino]pyrimidin-2-yl]sulfanylphenyl]cyclopropanecarboxamide,pyrimidine,Pyrimidine,heterocycle,[$(c1ncccn1)],O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,464.599,3.503,102.07,3,8,7,33,5,3,0.3913,1119.75
