mol_id,cid,smiles,inchikey,formula,iupac_name,scaffold_id,scaffold_name,scaffold_class,scaffold_smarts,murcko_scaffold,mw,logp,tpsa,hbd,hba,rotb,heavy_atoms,rings,aromatic_rings,fraction_csp3,bertz_ct
MOL_00906,14018771,COc1cc(CCCOC2OC(CO)C(O)C(O)C2O)cc2cc(-c3ccc4c(c3)OCO4)oc12,RAMYDZNQLYKTGB-UHFFFAOYSA-N,C25H28O10,"2-[3-[2-(1,3-benzodioxol-5-yl)-7-methoxy-1-benzofuran-5-yl]propoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",benzofuran,Benzofuran,heterocycle,c1ccc2occc2c1,c1cc2oc(-c3ccc4c(c3)OCO4)cc2cc1CCCOC1CCCCO1,488.489,1.586,140.21,4,10,8,35,5,3,0.44,1172.51
MOL_00907,46916694,Cc1cnc(NC(=O)c2cc(Oc3cnc(C(=O)N(C)C)nc3)c3cc(C)oc3c2)cn1,MASKQITXHVYVFL-UHFFFAOYSA-N,C22H20N6O4,"N,N-dimethyl-5-[[2-methyl-6-[(5-methylpyrazin-2-yl)carbamoyl]-1-benzofuran-4-yl]oxy]pyrimidine-2-carboxamide",benzofuran,Benzofuran,heterocycle,c1ccc2occc2c1,O=C(Nc1cnccn1)c1cc(Oc2cncnc2)c2ccoc2c1,432.44,3.376,123.34,1,8,5,32,4,4,0.1818,1296.76
MOL_00908,123222743,COc1nc(-c2ccco2)c2[nH]c[nH+]c2n1,RHINBJXQVSDHLO-UHFFFAOYSA-O,C10H9N4O2+,6-(furan-2-yl)-2-methoxy-7H-purin-9-ium,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1coc(-c2ncnc3[nH+]c[nH]c23)c1,217.208,1.041,78.08,1,4,2,16,3,3,0.1,614.83
MOL_00909,137632589,O=C(Nc1ccc(C(=O)N2CCc3cc(-c4nc5cncnc5[nH]4)sc3-c3ccccc32)cc1)c1cccnc1N1CC2(CCOCC2)C1,PIKOUGIKINTBLQ-UHFFFAOYSA-N,C37H32N8O3S,"2-(7-oxa-2-azaspiro[3.5]nonan-2-yl)-N-[4-[2-(9H-purin-8-yl)-4,5-dihydrothieno[3,2-d][1]benzazepine-6-carbonyl]phenyl]pyridine-3-carboxamide",purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C(Nc1ccc(C(=O)N2CCc3cc(-c4nc5cncnc5[nH]4)sc3-c3ccccc32)cc1)c1cccnc1N1CC2(CCOCC2)C1,668.783,6.215,129.23,2,9,5,49,9,6,0.2432,2181.63
MOL_00910,91034139,CSc1nc[n+](C)c2[nH]c[n+](CCCI)c12,XTJJUIHXTCIUGT-UHFFFAOYSA-O,C10H15IN4S+2,"7-(3-iodopropyl)-3-methyl-6-methylsulfanyl-9H-purine-3,7-diium",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1[nH]c2[nH+]cncc2[nH+]1,350.229,1.222,36.44,1,2,4,16,2,2,0.5,496.77
MOL_00911,176283038,CN(c1ccccc1)c1ccc2c(-c3c(F)c(C(=O)NCc4ccc(COc5nc(N)nc6[nH]cnc56)cc4)c(F)c(F)c3C(=O)O)c3ccc(N(C)c4ccccc4)cc3[o+]c2c1,XGZXEHDTDXVAJN-UHFFFAOYSA-O,C48H36F3N8O5+,"4-[[4-[(2-amino-9H-purin-6-yl)oxymethyl]phenyl]methylcarbamoyl]-2-[3,6-bis(N-methylanilino)xanthen-10-ium-9-yl]-3,5,6-trifluorobenzoic acid",purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C(NCc1ccc(COc2ncnc3[nH]cnc23)cc1)c1cccc(-c2c3ccc(Nc4ccccc4)cc3[o+]c3cc(Nc4ccccc4)ccc23)c1,861.861,9.943,173.89,4,9,12,64,9,9,0.0833,3159.35
MOL_00912,123181276,CC(C)(C)OC(=O)NC1CC(NC(=O)OC(C)(C)C)CN(c2[nH]c3c(N4CC(NC(=O)OC(C)(C)C)CC(NC(=O)OC(C)(C)C)C4)nc(Cl)nc3[nH+]2)C1,FZEXNKFROUUPRT-UHFFFAOYSA-O,C35H58ClN10O8+,"tert-butyl N-[(3R,5S)-1-[6-[(3R,5S)-3,5-bis[(2-methylpropan-2-yl)oxycarbonylamino]piperidin-1-yl]-2-chloro-7H-purin-9-ium-8-yl]-5-[(2-methylpropan-2-yl)oxycarbonylamino]piperidin-3-yl]carbamate",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1nc(N2CCCCC2)c2[nH]c(N3CCCCC3)[nH+]c2n1,782.364,4.419,215.51,5,12,6,54,4,2,0.7429,1600.9
MOL_00913,59218561,COc1ccc2c(c1)C(=O)N(CC1(c3ccc(-c4ncnc5[nH]c[n+](C(C)C)c45)cc3)NC(=O)NC1=O)C2,ZGVOVFHIFGPSFA-UHFFFAOYSA-O,C27H26N7O4+,"(5R)-5-[(5-methoxy-3-oxo-1H-isoindol-2-yl)methyl]-5-[4-(7-propan-2-yl-9H-purin-7-ium-6-yl)phenyl]imidazolidine-2,4-dione",purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C1NC(=O)C(CN2Cc3ccccc3C2=O)(c2ccc(-c3ncnc4[nH]c[nH+]c34)cc2)N1,512.55,2.193,133.19,3,6,6,38,6,4,0.2593,1611.73
MOL_00914,135510069,O=C(NC(=Cc1ccc(C=C(NC(=O)c2ccccc2)c2nc3c(O)nc(S)nc3[nH]2)cc1)c1nc2c(O)nc(S)nc2[nH]1)c1ccccc1,OGTPDIUYMWLKRH-UHFFFAOYSA-N,C34H24N10O4S2,N-[(Z)-2-[4-[(Z)-2-benzamido-2-(6-hydroxy-2-sulfanyl-9H-purin-8-yl)ethenyl]phenyl]-1-(6-hydroxy-2-sulfanyl-9H-purin-8-yl)ethenyl]benzamide,purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C(NC(=Cc1ccc(C=C(NC(=O)c2ccccc2)c2nc3cncnc3[nH]2)cc1)c1nc2cncnc2[nH]1)c1ccccc1,700.766,4.864,207.58,8,12,8,50,7,7,0.0,2291.36
MOL_00915,57773929,C[S+](CCC(N)C(=O)[O-])CC1OC([n+]2c[nH]c3ncncc32)C(O)C1O,QKSNXFRCZCQCFD-UHFFFAOYSA-O,C15H22N5O5S+,"(2S)-2-amino-4-[[(2S,3R,5R)-3,4-dihydroxy-5-(9H-purin-7-ium-7-yl)oxolan-2-yl]methyl-methylsulfonio]butanoate",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ncc2c(n1)[nH]c[n+]2C1CCCO1,384.438,-3.42,161.29,4,8,7,26,3,2,0.6,773.72
MOL_00916,157010557,COc1c(O)c2c(c3cc(C(=O)N4CCc5c4c(O)c(OC)c4[nH]c(C(=O)N6CC(C[n+]7cnc(N)c8nc[nH]c87)c7c6cc(O)c6[nH]cc(C)c76)cc54)[nH]c13)CCN2C(N)=O,ZQNNBCYLNNGXMO-UHFFFAOYSA-O,C42H39N12O8+,"2-[2-[(8S)-8-[(6-amino-9H-purin-3-ium-3-yl)methyl]-4-hydroxy-1-methyl-7,8-dihydro-3H-pyrrolo[3,2-e]indole-6-carbonyl]-5-hydroxy-4-methoxy-7,8-dihydro-3H-pyrrolo[3,2-e]indole-6-carbonyl]-5-hydroxy-4-methoxy-7,8-dihydro-3H-pyrrolo[3,2-e]indole-6-carboxamide",purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C(c1cc2c3c(ccc2[nH]1)NCC3)N1CCc2c1ccc1[nH]c(C(=O)N3CC(C[n+]4cncc5nc[nH]c54)c4c3ccc3[nH]ccc43)cc21,839.85,3.802,284.94,9,11,6,62,11,8,0.2381,3306.86
MOL_00917,136639781,N#Cc1cccc(C=NNc2nc(-c3nc4c(NN=Cc5cccc(C(F)(F)F)c5)[n+](-c5nc6c(NN=Cc7ccccc7F)ncnc6[nH]5)cnc4[nH]3)nc3[nH]cnc23)c1,DPRWFYDZJPSUFD-UHFFFAOYSA-O,C38H24F4N19+,3-[[[2-[1-[6-[2-[(2-fluorophenyl)methylidene]hydrazinyl]-9H-purin-8-yl]-6-[2-[[3-(trifluoromethyl)phenyl]methylidene]hydrazinyl]-9H-purin-1-ium-8-yl]-9H-purin-6-yl]hydrazinylidene]methyl]benzonitrile,purine,Purine,heterocycle,c1ncc2ncnc2n1,C(=NNc1nc(-c2nc3c(NN=Cc4ccccc4)[n+](-c4nc5c(NN=Cc6ccccc6)ncnc5[nH]4)cnc3[nH]2)nc2[nH]cnc12)c1ccccc1,822.735,5.602,251.33,6,15,11,61,9,9,0.0263,3231.56
MOL_00918,123793463,Cc1nc(Nc2ccc(C(F)(F)F)cc2)c2[nH]c(Cc3c(C)cccc3C)[nH+]c2n1,MVKWRBYDDQQTLN-UHFFFAOYSA-O,C22H21F3N5+,"8-[(2,6-dimethylphenyl)methyl]-2-methyl-N-[4-(trifluoromethyl)phenyl]-7H-purin-9-ium-6-amine",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(Cc2[nH]c3c(Nc4ccccc4)ncnc3[nH+]2)cc1,412.439,5.05,67.74,2,3,4,30,4,4,0.2273,1189.9
MOL_00919,136648170,CC(NC(=O)c1ncnc2c1CCC(=O)N2)c1cc(-c2[nH]c3cnc(C(F)(F)F)nc3[nH+]2)no1,BBHXUXMTTDAUFM-UHFFFAOYSA-O,C19H15F3N9O3+,"7-oxo-N-[(1R)-1-[3-[2-(trifluoromethyl)-7H-purin-9-ium-8-yl]-1,2-oxazol-5-yl]ethyl]-6,8-dihydro-5H-pyrido[2,3-d]pyrimidine-4-carboxamide",purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C1CCc2c(ncnc2C(=O)NCc2cc(-c3[nH]c4cncnc4[nH+]3)no2)N1,474.383,1.611,165.72,3,8,4,34,5,4,0.2632,1429.4
MOL_00920,136016208,Nc1ncnc2[nH]cnc12,GFFGJBXGBJISGV-UHFFFAOYSA-N,C5H5N5,"2,8-dideuterio-9H-purin-6-amine",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ncc2nc[nH]c2n1,135.13,-0.065,80.48,2,4,0,10,2,2,0.0,351.57
MOL_00921,123225777,Cc1cn(C2CC(O)C(COCCCN(CC(=O)O)C(=O)Cc3nc(NC(=O)COc4ccccc4)c4[nH]c[nH+]c4n3)O2)c(=O)[nH]c1=O,VUJRWSPVEKFLRZ-UHFFFAOYSA-O,C30H35N8O10+,"2-[3-[[(2R,3S,5R)-3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]propyl-[2-[6-[(2-phenoxyacetyl)amino]-7H-purin-9-ium-2-yl]acetyl]amino]acetic acid",purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C(Cc1nc(NC(=O)COc2ccccc2)c2[nH]c[nH+]c2n1)NCCCOCC1CCC(n2ccc(=O)[nH]c2=O)O1,667.656,-0.841,245.2,5,11,15,48,5,4,0.4,1874.74
MOL_00922,49767386,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC[n+]1c[nH]c2ncnc(NOCc3ccccc3)c21,KKQNLTFTDOJALV-UHFFFAOYSA-O,C32H44N5O+,"N-phenylmethoxy-7-[(2E,6E,10E)-3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenyl]-9H-purin-7-ium-6-amine",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(CONc2ncnc3[nH]c[nH+]c23)cc1,514.738,7.935,66.71,2,4,15,38,3,3,0.4062,1263.5
MOL_00923,123361834,Nc1[nH]c2c(C3CC3)nc(C3=CCc4ccccc4N3N)nc2[nH+]1,KBBVPSCDARMJFA-UHFFFAOYSA-O,C17H18N7+,2-(8-amino-6-cyclopropyl-7H-purin-9-ium-2-yl)-4H-quinolin-1-amine,purine,Purine,heterocycle,c1ncc2ncnc2n1,C1=C(c2nc(C3CC3)c3[nH]c[nH+]c3n2)Nc2ccccc2C1,320.38,1.509,110.99,3,5,2,24,5,3,0.2353,983.77
MOL_00924,163839188,Cc1cc(-c2ccc(C(N)=O)cc2F)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc2[nH]c[n+](C)c12,TZHIUUMLIUAAST-UHFFFAOYSA-O,C28H23FN7O2+,"4-[4-[[2-(4-cyanoanilino)-7-methyl-9H-purin-7-ium-6-yl]oxy]-3,5-dimethylphenyl]-3-fluorobenzamide",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(Nc2nc(Oc3ccc(-c4ccccc4)cc3)c3[nH+]c[nH]c3n2)cc1,508.537,4.712,133.59,3,6,6,38,5,5,0.1071,1731.4
MOL_00925,137200810,Cc1cn(-c2cc(NC(=O)Nc3ccc(F)c(Nc4ncccc4-c4ncnc5[nH]cnc45)c3F)cc(C(F)(F)F)c2)cn1,MEEOQTPYXGMGTO-UHFFFAOYSA-N,C28H19F5N10O,"1-[2,4-difluoro-3-[[3-(9H-purin-6-yl)-2-pyridinyl]amino]phenyl]-3-[3-(4-methylimidazol-1-yl)-5-(trifluoromethyl)phenyl]urea",purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C(Nc1cccc(Nc2ncccc2-c2ncnc3[nH]cnc23)c1)Nc1cccc(-n2ccnc2)c1,606.519,6.594,138.33,4,7,6,44,6,6,0.0714,2020.36
MOL_00926,123492818,N#CCc1ccc(CNc2nc(Nc3cccc(NS(=O)(=O)c4ccc(F)cc4)c3)nc3[nH+]c[nH]c23)cc1,VSUAWSGCAXRYHV-UHFFFAOYSA-O,C26H22FN8O2S+,N-[3-[[6-[[4-(cyanomethyl)phenyl]methylamino]-7H-purin-9-ium-2-yl]amino]phenyl]-4-fluorobenzenesulfonamide,purine,Purine,heterocycle,c1ncc2ncnc2n1,O=S(=O)(Nc1cccc(Nc2nc(NCc3ccccc3)c3[nH]c[nH+]c3n2)c1)c1ccccc1,529.581,4.134,149.73,4,7,9,38,5,5,0.0769,1730.47
MOL_00927,58755500,Nc1ncc2c(n1)[nH]c[n+]2CCO,MQASYYKWVWSLTL-UHFFFAOYSA-O,C7H10N5O+,2-(2-amino-9H-purin-7-ium-7-yl)ethanol,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ncc2[nH+]c[nH]c2n1,180.191,-1.18,91.7,3,4,2,13,2,2,0.2857,423.74
MOL_00928,123140616,NC(Cc1ncc2[nH]c[nH+]c2n1)C(=O)O,GPGTWVGYQOTGDY-UHFFFAOYSA-O,C8H10N5O2+,2-amino-3-(7H-purin-9-ium-2-yl)propanoic acid,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ncc2[nH]c[nH+]c2n1,208.201,-1.274,119.03,3,4,3,15,2,2,0.25,494.49
MOL_00929,123339377,CC(C)(C)c1cc(NC(=O)N2CCCN(c3nc(Cl)c4[nH]c[nH+]c4n3)CC2)no1,IBSMAORNVZHKSA-UHFFFAOYSA-O,C18H24ClN8O2+,"N-(5-tert-butyl-1,2-oxazol-3-yl)-4-(6-chloro-7H-purin-9-ium-2-yl)-1,4-diazepane-1-carboxamide",purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C(Nc1ccon1)N1CCCN(c2ncc3[nH]c[nH+]c3n2)CC1,419.897,2.455,117.32,2,6,2,29,4,3,0.5,1024.46
MOL_00930,123325915,CCNc1nc(N)c2[nH]c(OC)[nH+]c2n1,UIMWJSWRUMUFRX-UHFFFAOYSA-O,C8H13N6O+,"2-N-ethyl-8-methoxy-7H-purin-9-ium-2,6-diamine",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ncc2[nH]c[nH+]c2n1,209.233,-0.205,102.99,3,5,3,15,2,2,0.375,479.18
MOL_00931,23389286,CNc1nc2[nH]c[n+](C)c2c(OC)[n+]1C,RBLUOPORQAMZJT-UHFFFAOYSA-P,C9H15N5O+2,"6-methoxy-N,1,7-trimethyl-9H-purine-1,7-diium-2-amine",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1nc2[nH]c[nH+]c2c[nH+]1,209.253,-0.738,57.7,2,3,2,15,2,2,0.4444,504.66
MOL_00932,123416082,Cc1nc(SCC(O)CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c2[nH]c[nH+]c2n1,AQMWJYWTMBWFBE-UHFFFAOYSA-O,C26H29F2N6OS+,1-[4-[bis(4-fluorophenyl)methyl]piperazin-1-yl]-3-[(2-methyl-7H-purin-9-ium-6-yl)sulfanyl]propan-2-ol,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(C(c2ccccc2)N2CCN(CCCSc3ncnc4[nH+]c[nH]c34)CC2)cc1,511.622,3.219,82.42,2,6,8,36,5,4,0.3462,1246.8
MOL_00933,155249098,CC(C)n1cnc2c(Nc3ccnc(C(F)(F)F)c3)nc(-c3cc(-c4cccc(Nc5nc(-c6ccccc6)nc6[nH]cnc56)c4)cc(C(F)(F)F)n3)nc21,RCJFUUCCTIJGPT-UHFFFAOYSA-N,C37H26F6N12,2-[4-[3-[(2-phenyl-9H-purin-6-yl)amino]phenyl]-6-(trifluoromethyl)-2-pyridinyl]-9-propan-2-yl-N-[2-(trifluoromethyl)-4-pyridinyl]purin-6-amine,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(-c2nc(Nc3cccc(-c4ccnc(-c5nc(Nc6ccncc6)c6nc[nH]c6n5)c4)c3)c3nc[nH]c3n2)cc1,752.687,9.389,147.9,3,10,8,55,8,8,0.1351,2686.96
MOL_00934,123357088,Cn1cnc(CCNc2nc(NC3CCC(Nc4nc(NCCc5cn(C)cn5)nc5[nH+]c[nH]c45)CC3)c3[nH]cnc3n2)c1,NTZTTWSRTFBFBG-UHFFFAOYSA-O,C28H37N16+,"2-N-[2-(1-methylimidazol-4-yl)ethyl]-6-N-[4-[[2-[2-(1-methylimidazol-4-yl)ethylamino]-7H-purin-9-ium-6-yl]amino]cyclohexyl]-7H-purine-2,6-diamine",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1nc(CCNc2nc(NC3CCC(Nc4nc(NCCc5c[nH]cn5)nc5[nH+]c[nH]c45)CC3)c3[nH]cnc3n2)c[nH]1,597.716,2.05,193.93,6,11,12,44,7,6,0.4286,1704.44
MOL_00935,123209545,CC(C)[Si](C(C)C)[Si](OC1(O)C(CO)OC(c2nc(N)c3[nH]c[nH+]c3n2)C1(O)OS(=O)(=O)C(F)(F)F)(C(C)C)C(C)C,OSSZFOAGLJADOA-UHFFFAOYSA-O,C23H40F3N5O8SSi2+,,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1[nH]c2cnc(C3CCCO3)nc2[nH+]1,659.833,2.205,204.25,5,11,11,42,3,2,0.7826,1363.56
MOL_00936,60000066,Nc1ncnc2[nH]c[n+](C(CCO)COCP(=O)(O)OP(=O)(O)OP(=O)(O)O)c12,RVEBWZSJUALMOQ-UHFFFAOYSA-O,C10H19N5O11P3+,[2-(6-amino-9H-purin-7-ium-7-yl)-4-hydroxybutoxy]methyl-[hydroxy(phosphonooxy)phosphoryl]oxyphosphinic acid,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ncc2[nH+]c[nH]c2n1,478.208,-0.863,251.52,7,10,11,29,2,2,0.5,992.82
MOL_00937,123321546,O=[N+]([O-])c1ccc2c(ccn2-c2nc(Cl)nc3[nH+]c[nH]c23)c1,OKTLSWJCADGAGG-UHFFFAOYSA-O,C13H8ClN6O2+,2-chloro-6-(5-nitroindol-1-yl)-7H-purin-9-ium,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc2c(c1)ccn2-c1ncnc2[nH+]c[nH]c12,315.7,2.277,103.78,1,4,2,22,4,4,0.0,1037.55
MOL_00938,91807903,CN(C)CCNc1ncc(OCC2CCCN2c2ncnc3[nH]c[n+](C)c23)c2ccccc12,IOTOVRHUQVHCER-UHFFFAOYSA-O,C24H31N8O+,"N',N'-dimethyl-N-[4-[[1-(7-methyl-9H-purin-7-ium-6-yl)pyrrolidin-2-yl]methoxy]isoquinolin-1-yl]ethane-1,2-diamine",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc2c(OCC3CCCN3c3ncnc4[nH]c[nH+]c34)cncc2c1,447.567,2.352,86.08,2,7,8,33,5,4,0.4167,1253.92
MOL_00939,141410001,Cc1cc(Sc2ncnc3[nH]cnc23)cc(C)c1-c1csc(NC(=O)C=Cc2cccc(-c3cccc(F)c3)c2)n1,FTDXMYRWUAKTGN-UHFFFAOYSA-N,C31H23FN6OS2,"(E)-N-[4-[2,6-dimethyl-4-(9H-purin-6-ylsulfanyl)phenyl]-1,3-thiazol-2-yl]-3-[3-(3-fluorophenyl)phenyl]prop-2-enamide",purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C(C=Cc1cccc(-c2ccccc2)c1)Nc1nc(-c2ccc(Sc3ncnc4[nH]cnc34)cc2)cs1,578.698,7.702,96.45,2,7,7,41,6,6,0.0645,1906.25
MOL_00940,123166432,O=C(CC(Nc1nc(Cl)nc2[nH+]c[nH]c12)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2Cc3ccccc3NC2=O)CC1,LGPAPWQZBAAEIC-UHFFFAOYSA-O,C32H42ClN10O3+,"(2S)-2-[(2-chloro-7H-purin-9-ium-6-yl)amino]-4-[4-(2-oxo-1,4-dihydroquinazolin-3-yl)piperidin-1-yl]-1-(4-piperidin-1-ylpiperidin-1-yl)butane-1,4-dione",purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C(CC(Nc1ncnc2[nH+]c[nH]c12)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2Cc3ccccc3NC2=O)CC1,650.208,3.112,143.94,3,7,7,46,7,3,0.5625,1577.08
MOL_00941,20587519,CCC1CNc2ncnc3[nH]c[n+]1c23,BKIQMNPDWMMHBC-UHFFFAOYSA-O,C9H12N5+,"11-ethyl-3,5,7,9-tetraza-1-azoniatricyclo[6.3.1.04,12]dodeca-1,4(12),5,7-tetraene",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1nc2c3c(n1)[nH]c[n+]3CCN2,190.23,0.622,57.48,2,3,1,14,3,2,0.4444,475.01
MOL_00942,123165110,CC#Cc1cn(NCCCc2nc(N)c3[nH]c[nH+]c3n2)c(=O)[nH]c1=O,HVDUIQQGLHEQSK-UHFFFAOYSA-O,C15H17N8O2+,"1-[3-(6-amino-7H-purin-9-ium-2-yl)propylamino]-5-prop-1-ynylpyrimidine-2,4-dione",purine,Purine,heterocycle,c1ncc2ncnc2n1,O=c1ccn(NCCCc2ncc3[nH]c[nH+]c3n2)c(=O)[nH]1,341.355,-1.248,148.62,4,6,5,25,3,3,0.2667,1082.58
MOL_00943,123342192,Nc1nc(-c2ccc(CC(=O)Nc3cc(C4CC4)[nH]n3)cc2)c2[nH]c[nH+]c2n1,GDNUUKAIKYVKRY-UHFFFAOYSA-O,C19H19N8O+,2-[4-(2-amino-7H-purin-9-ium-6-yl)phenyl]-N-(5-cyclopropyl-1H-pyrazol-3-yl)acetamide,purine,Purine,heterocycle,c1ncc2ncnc2n1,O=C(Cc1ccc(-c2ncnc3[nH+]c[nH]c23)cc1)Nc1cc(C2CC2)[nH]n1,375.416,1.803,139.51,4,5,5,28,5,4,0.2105,1156.37
MOL_00944,139175330,Nc1nc[nH+]c2[nH+]c[nH]c12,GFFGJBXGBJISGV-UHFFFAOYSA-P,C5H9ClI5N5O,"molecular iodine;7H-purine-3,9-diium-6-amine;chloride;triiodide;hydrate",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ncc2[nH]c[nH+]c2[nH+]1,137.146,-1.227,82.98,2,2,0,10,2,2,0.0,351.57
MOL_00945,123163899,COCCc1nc(N2CCOCC2)c2[nH]c(Br)[nH+]c2n1,GAFHBNWWFPZQMG-UHFFFAOYSA-O,C12H17BrN5O2+,4-[8-bromo-2-(2-methoxyethyl)-7H-purin-9-ium-6-yl]morpholine,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1nc(N2CCOCC2)c2[nH]c[nH+]c2n1,343.205,0.56,77.41,1,5,4,20,3,2,0.5833,596.79
MOL_00946,136426186,CC(Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1C1CC1,IXKZSUCNHLIGKK-UHFFFAOYSA-N,C19H17ClN6O,8-chloro-2-cyclopropyl-3-[(1S)-1-[(8-deuterio-9H-purin-6-yl)amino]ethyl]isoquinolin-1-one,purine,Purine,heterocycle,c1ncc2ncnc2n1,O=c1c2ccccc2cc(CNc2ncnc3[nH]cnc23)n1C1CC1,380.839,3.829,88.49,2,5,4,27,5,4,0.2632,1226.06
MOL_00947,123269971,Cc1nc(Cl)c2[nH]c(Cl)[nH+]c2n1,QZIGSPMPDANGLL-UHFFFAOYSA-O,C6H5Cl2N4+,"6,8-dichloro-2-methyl-7H-purin-9-ium",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ncc2[nH]c[nH+]c2n1,204.04,1.387,55.71,1,2,0,12,2,2,0.1667,436.29
MOL_00948,135502302,[NH-]c1ncnc2[nH]c(C[N-]C(Cc3cnc[nH]3)C(=O)O)nc12,SOZUMDDCNFJARZ-UHFFFAOYSA-M,C12H12N8O2Pd,(6-azanidyl-9H-purin-8-yl)methyl-[1-carboxy-2-(1H-imidazol-5-yl)ethyl]azanide;palladium(2+),purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ncc2nc(C[N-]CCc3cnc[nH]3)[nH]c2n1,300.282,1.329,158.34,3,5,6,22,3,3,0.25,781.63
MOL_00949,59238192,CC(=O)C[n+]1c[nH]c2nc(N3CCN(C(=O)OC(C)(C)C)CC3)nc(N)c21,SGKUGKHGQGKKND-UHFFFAOYSA-O,C17H26N7O3+,tert-butyl 4-[6-amino-7-(2-oxopropyl)-9H-purin-7-ium-2-yl]piperazine-1-carboxylate,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1[nH]c2nc(N3CCNCC3)ncc2[nH+]1,376.441,0.474,121.32,2,7,3,27,3,2,0.5882,863.27
MOL_00950,123179124,Cc1nc(-c2cc(Br)cnc2Nc2cccc3[nH]ncc23)c2[nH]c[nH+]c2n1,UHGPBSAKCIJMHV-UHFFFAOYSA-O,C18H14BrN8+,N-[5-bromo-3-(2-methyl-7H-purin-9-ium-6-yl)-2-pyridinyl]-1H-indazol-4-amine,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1cnc(Nc2cccc3[nH]ncc23)c(-c2ncnc3[nH+]c[nH]c23)c1,422.27,3.525,109.31,3,5,3,27,5,5,0.0556,1289.27
MOL_00951,44387986,Fc1ccc(-[n+]2c[nH]c3ncncc32)cc1,MEXAWYGXLWOZHD-UHFFFAOYSA-O,C11H8FN4+,7-(4-fluorophenyl)-9H-purin-7-ium,purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(-[n+]2c[nH]c3ncncc32)cc1,215.211,1.374,45.45,1,2,1,16,3,3,0.0,629.78
MOL_00952,123157583,Fc1nc(NC2OC(COCc3ccccc3)C(OCc3ccccc3)C2OCc2ccccc2)c2[nH]c[nH+]c2n1,QCXRZSJINQSSEY-UHFFFAOYSA-O,C31H31FN5O4+,"N-[(3S,4R,5R)-3,4-bis(phenylmethoxy)-5-(phenylmethoxymethyl)oxolan-2-yl]-2-fluoro-7H-purin-9-ium-6-amine",purine,Purine,heterocycle,c1ncc2ncnc2n1,c1ccc(COCC2OC(Nc3ncnc4[nH+]c[nH]c34)C(OCc3ccccc3)C2OCc2ccccc2)cc1,556.618,4.436,104.66,2,7,12,41,6,5,0.2581,1523.4
